0 17409.3021001 15905.3975694 6948.87106043
1 17258.9573205 15932.3388769 6740.64122563
2 17733.1059262 16156.2099511 6469.91493771
3 17283.3370081 15727.1350249 6645.09190597
4 17299.8239994 15971.1804489 6571.44679188
5 17494.6944357 15907.8126483 6846.59274943
6 17328.5653651 15969.649173 6691.14571968
7 16697.3782519 15383.1251487 6847.92232988
8 16923.095867 15733.9517761 6641.03676059
9 17706.3594045 16255.4548709 6600.61633281
10 17442.8970189 16216.7812537 6503.71612244
11 16856.9256187 15805.0486425 6696.47905298
12 17587.6361139 16295.3260842 6559.82756716
13 16806.4862955 15684.328665 6733.7114313
14 17297.7708038 15986.2460414 6720.30995748
15 17349.163196 16055.2308205 6614.94061507
16 17538.8412544 16074.0638258 6608.36676029
17 17734.5948875 16398.0045396 6670.00964466
18 17769.6189568 16276.478179 6653.01748173
19 18036.9641544 16424.8979991 6528.90903737
20 17474.2576201 16228.0076752 6447.05701846
21 17544.6063162 16421.8529684 6538.14863662
22 17455.9278226 15981.8642837 6650.99545149
23 18230.5201097 16623.7932874 6538.56342642
24 17587.6628998 16465.8780726 6664.8058898
25 17659.7768518 16487.4751277 6409.3545973
26 17922.4542616 16633.2323414 6296.58374446
27 17964.3944169 16453.3270553 6396.17359133
28 17472.374312 16181.988026 6350.76802466
29 18411.2728595 16849.8041481 6424.03417728
30 18195.3289357 16873.9291366 6210.49024034
31 17625.4901666 16339.7241362 6330.79830688
32 17951.991562 16662.4340543 6221.71171573
33 18071.0244245 16747.338525 6293.51076598
34 17797.7856827 16737.3743106 5992.56034385
35 17510.0743009 16248.4872536 6396.35070868
36 17223.6675789 16251.2960731 6131.77261114
37 17730.0557927 16446.0933205 6178.56935135
38 17953.0567933 16640.1253547 6256.52874204
39 17615.1629408 16336.0984993 6262.03278943
40 17716.745598 16578.2843876 6342.25224387
41 17410.0124687 16213.0322685 6481.60401246
42 17794.7842407 16564.61574 6293.37239627
43 17272.6881808 16168.0584671 6316.59087779
44 17202.1658875 16138.2499287 6311.18745311
45 17132.0267696 15958.1622769 6330.1435732
46 17535.7390179 16255.323846 6235.02437412
47 17123.6720867 16156.0119845 6225.61735904
48 17235.4305975 16164.1681223 6204.99057772
49 17082.4335257 15914.288796 6303.88282514
50 16911.7355454 15791.1808946 6162.74822059
51 16770.2047695 15554.6412643 6362.95003965
52 17133.8353205 16093.2303662 6352.11092154
53 16475.8453226 15599.6213961 6529.9434189
54 16682.3434411 15649.7783656 6393.55851889
55 17573.6473421 16369.5978165 6396.19887068
56 17565.8056239 16411.9837103 6261.72782415
57 17575.8457853 16514.1787623 6391.80438102
58 16681.7032704 15760.8790459 6380.23679646
59 17259.4399697 16198.8799528 6312.14162099
60 17568.380714 16514.5698379 6353.19078592
61 17618.7511023 16483.7126679 6503.46896284
62 17341.7967833 16325.125222 6321.34806601
63 17415.5455106 16566.2218176 6294.66570224
64 17078.1554947 15913.4535513 6443.63686178
65 17522.8873359 16528.1059821 6623.28770825
66 17510.9527829 16501.1897065 6373.19374478
67 17858.8721875 16692.460705 6333.32442839
68 17626.9673416 16269.624365 6415.24308923
69 17725.0662909 16696.082597 6313.7669619
70 17908.301151 16974.1142867 6266.57687473
71 17487.5271685 16289.381458 6312.13018002
72 16936.8794758 15823.5977327 6414.28773757
73 17089.4996512 15961.6808622 6515.99537694
74 17590.845533 16536.3503044 6438.91445596
75 17063.2155467 16037.6675303 6655.59415694
76 16993.0286206 15901.1412787 6487.29652175
77 17222.3518209 16223.0562913 6293.49324216
78 17399.0468155 16292.1539669 6298.14780439
79 17497.0848412 16011.9377157 6396.62599883
80 17973.1756159 16544.5669057 6376.21862471
81 17468.1849776 16272.0518605 6413.91413662
82 17412.9474764 16322.6828017 6304.13003425
83 16955.5217018 16042.9474582 6789.77427683
84 17331.848321 16535.9178691 6435.55498403
85 17386.1775724 16527.8489739 6360.99344524
86 17592.8862375 16637.8863662 6399.82036604
87 17561.6444464 16571.2593445 6370.89187379
88 17300.0916195 16171.9471648 6346.83774534
89 17208.3264777 16287.7400043 6236.41377293
90 17131.350226 16100.9760218 6174.7345209
91 16919.8737323 15784.0121658 6289.51422769
92 18004.2767679 16675.0037437 6297.71266834
93 17263.8084464 16345.3192504 6367.40656146
94 18404.4047596 17264.4750941 6265.55091282
95 18063.4687377 17005.6824144 6119.91508499
96 17529.8800616 16616.3288973 6316.74279393
97 17526.6304287 16433.1413992 6543.73677112
98 17542.3539069 16610.0591021 6395.73420031
99 17464.7825161 16423.1551881 6444.77716861
100 17532.5252237 16610.602379 6542.64767083
101 17554.6394087 16496.5530053 6339.43514517
102 17694.1433988 16627.4649154 6242.7175819
103 17454.7993461 16519.5060504 6372.03956956
104 17290.9689878 16271.7704766 6349.79154342
105 17256.5140612 15922.7900192 6540.59683217
106 17670.9589991 16423.4027186 6475.46345724
107 17526.7090834 16447.5905935 6579.52477856
108 17592.8207233 16318.9501304 6475.96241132
109 17259.5962035 16208.5853343 6418.75996938
